Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Coordinates,Latitude,Longitude
2671,CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,"Lowell, Massachusetts, United States",42.6414437,-71.3085329
2672,CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,"Lowell, Massachusetts, United States",42.6414437,-71.3085329
2673,CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,"Lowell, Massachusetts, United States",42.6414437,-71.3085329
2674,CA-2015-126403,09/09/2015,12/09/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852.0,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,"Lowell, Massachusetts, United States",42.6414437,-71.3085329
2675,CA-2018-136875,03/12/2018,03/12/2018,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024.0,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44,"San Diego, California, United States",32.7174202,-117.162772
2676,CA-2018-132185,27/11/2018,02/12/2018,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806.0,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,8.76,"Asheville, North Carolina, United States",35.595363,-82.5508407
2677,CA-2018-132185,27/11/2018,02/12/2018,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806.0,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584,"Asheville, North Carolina, United States",35.595363,-82.5508407
2678,US-2015-160780,21/06/2015,21/06/2015,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001.0,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,"Pueblo, Colorado, United States",38.263995,-104.6141867
2679,US-2015-160780,21/06/2015,21/06/2015,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001.0,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164,"Pueblo, Colorado, United States",38.263995,-104.6141867
2680,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,14.4,"Jackson, Michigan, United States",42.2416466,-84.425589
2681,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,"Jackson, Michigan, United States",42.2416466,-84.425589
2682,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,"Jackson, Michigan, United States",42.2416466,-84.425589
2683,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,"Jackson, Michigan, United States",42.2416466,-84.425589
2684,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201.0,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,"Jackson, Michigan, United States",42.2416466,-84.425589
2685,CA-2018-137085,29/06/2018,06/07/2018,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.552,"Los Angeles, California, United States",34.0536909,-118.242766
2686,CA-2017-133123,06/09/2017,11/09/2017,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360.0,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,"Thomasville, North Carolina, United States",35.8831786,-80.081817
2687,CA-2017-133123,06/09/2017,11/09/2017,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360.0,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,"Thomasville, North Carolina, United States",35.8831786,-80.081817
2688,US-2017-128195,04/08/2017,05/08/2017,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604.0,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,"Peoria, Illinois, United States",40.6938609,-89.5891008
2689,CA-2016-153220,12/11/2016,14/11/2016,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032.0,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,"Los Angeles, California, United States",34.0536909,-118.242766
2690,CA-2015-123064,30/06/2015,02/07/2015,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248,"Chicago, Illinois, United States",41.8755616,-87.6244212
2691,CA-2018-156412,04/12/2018,08/12/2018,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346,"Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262
2692,US-2017-144211,28/08/2017,02/09/2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112.0,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,"Englewood, Colorado, United States",39.6482059,-104.9879641
2693,US-2017-144211,28/08/2017,02/09/2017,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112.0,West,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,"Englewood, Colorado, United States",39.6482059,-104.9879641
2694,CA-2017-138079,22/01/2017,28/01/2017,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115.0,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,"Seattle, Washington, United States",47.6038321,-122.330062
2695,CA-2015-143182,15/10/2015,20/10/2015,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012.0,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",15.384,"Hialeah, Florida, United States",25.8575963,-80.2781057
2696,CA-2017-161662,07/02/2017,09/02/2017,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130.0,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,"Lancaster, Ohio, United States",39.7136754,-82.5993294
2697,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3,"Jacksonville, Florida, United States",30.3321838,-81.655651
2698,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,"Jacksonville, Florida, United States",30.3321838,-81.655651
2699,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,21.376,"Jacksonville, Florida, United States",30.3321838,-81.655651
2700,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,"Jacksonville, Florida, United States",30.3321838,-81.655651
2701,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",30.768,"Jacksonville, Florida, United States",30.3321838,-81.655651
2702,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,"Jacksonville, Florida, United States",30.3321838,-81.655651
2703,CA-2015-145317,18/03/2015,23/03/2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216.0,South,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",122.352,"Jacksonville, Florida, United States",30.3321838,-81.655651
2704,CA-2015-143413,24/05/2015,30/05/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,21215.0,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,116.28,"Baltimore, Maryland, United States",39.2908816,-76.610759
2705,CA-2018-156818,11/07/2018,13/07/2018,Second Class,JD-16015,Joy Daniels,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,"New York City, New York, United States",40.7127281,-74.0060152
2706,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220.0,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,16.68,"Carlsbad, New Mexico, United States",32.4257456,-104.237612
2707,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220.0,West,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,19.44,"Carlsbad, New Mexico, United States",32.4257456,-104.237612
2708,CA-2018-155873,16/06/2018,21/06/2018,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220.0,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,192.16,"Carlsbad, New Mexico, United States",32.4257456,-104.237612
2709,CA-2016-121797,30/01/2016,06/02/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049.0,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,"Los Angeles, California, United States",34.0536909,-118.242766
2710,CA-2016-121797,30/01/2016,06/02/2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049.0,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,"Los Angeles, California, United States",34.0536909,-118.242766
2711,US-2016-120572,11/12/2016,15/12/2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,12.828,"Jacksonville, Florida, United States",30.3321838,-81.655651
2712,CA-2018-132430,09/10/2018,11/10/2018,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107.0,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,"Lakewood, Ohio, United States",41.4819932,-81.7981908
2713,CA-2018-146031,29/07/2018,01/08/2018,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180.0,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12,"Troy, New York, United States",42.7284117,-73.6917878
2714,CA-2015-110100,25/04/2015,29/04/2015,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403.0,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,302.376,"Wilmington, North Carolina, United States",34.2257282,-77.9447107
2715,CA-2016-103723,01/12/2016,06/12/2016,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105.0,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9,"Seattle, Washington, United States",47.6038321,-122.330062
2716,CA-2015-127187,04/12/2015,08/12/2015,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,"New York City, New York, United States",40.7127281,-74.0060152
2717,CA-2018-128475,26/08/2018,01/09/2018,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907.0,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,"Columbus, Georgia, United States",32.4610708,-84.9880449
2718,CA-2015-100006,07/09/2015,13/09/2015,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,377.97,"New York City, New York, United States",40.7127281,-74.0060152
2719,CA-2018-144827,21/12/2018,27/12/2018,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627.0,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36,"Costa Mesa, California, United States",33.6633386,-117.903317
2720,CA-2015-110030,06/12/2015,08/12/2015,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095.0,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,"Houston, Texas, United States",29.7589382,-95.3676974
2721,CA-2015-121286,04/11/2015,08/11/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511.0,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,"Cary, North Carolina, United States",35.7882893,-78.7812081
2722,CA-2015-121286,04/11/2015,08/11/2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511.0,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,"Cary, North Carolina, United States",35.7882893,-78.7812081
2723,CA-2017-164735,14/04/2017,19/04/2017,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304.0,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,"Alexandria, Virginia, United States",38.8051095,-77.0470229
2724,CA-2015-153479,04/10/2015,08/10/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,"Vallejo, California, United States",38.1040864,-122.2566367
2725,CA-2015-153479,04/10/2015,08/10/2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591.0,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,"Vallejo, California, United States",38.1040864,-122.2566367
2726,CA-2018-149888,07/11/2018,13/11/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,359.97,"Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262
2727,CA-2018-149888,07/11/2018,13/11/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,350.352,"Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262
2728,CA-2018-119193,22/12/2018,24/12/2018,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1.641,"Toledo, Ohio, United States",41.6529143,-83.5378173
2729,CA-2018-119193,22/12/2018,24/12/2018,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615.0,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958,"Toledo, Ohio, United States",41.6529143,-83.5378173
2730,CA-2018-104801,13/02/2018,19/02/2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,"Seattle, Washington, United States",47.6038321,-122.330062
2731,CA-2018-104801,13/02/2018,19/02/2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105.0,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,"Seattle, Washington, United States",47.6038321,-122.330062
2732,CA-2018-104801,13/02/2018,19/02/2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105.0,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,"Seattle, Washington, United States",47.6038321,-122.330062
2733,CA-2015-107594,02/07/2015,06/07/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060.0,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,"Plainfield, New Jersey, United States",40.6337136,-74.4073737
2734,CA-2015-107594,02/07/2015,06/07/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060.0,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,"Plainfield, New Jersey, United States",40.6337136,-74.4073737
2735,CA-2016-129770,21/02/2016,23/02/2016,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001.0,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,"Las Cruces, New Mexico, United States",32.3140354,-106.779807
2736,CA-2016-115798,13/11/2016,19/11/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711.0,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,"Newark, Delaware, United States",39.6828358,-75.7515682
2737,CA-2016-115798,13/11/2016,19/11/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711.0,East,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",42.28,"Newark, Delaware, United States",39.6828358,-75.7515682
2738,CA-2016-115798,13/11/2016,19/11/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711.0,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,299.97,"Newark, Delaware, United States",39.6828358,-75.7515682
2739,CA-2016-115798,13/11/2016,19/11/2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711.0,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98,"Newark, Delaware, United States",39.6828358,-75.7515682
2740,CA-2018-122707,16/04/2018,18/04/2018,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244.0,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,"Hoover, Alabama, United States",33.35029299999999,-86.85112299766301
2741,CA-2018-122707,16/04/2018,18/04/2018,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244.0,South,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,"Hoover, Alabama, United States",33.35029299999999,-86.85112299766301
2742,CA-2017-165015,25/02/2017,27/02/2017,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055.0,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,"Newark, Ohio, United States",40.0581205,-82.4012643
2743,CA-2015-149244,04/11/2015,08/11/2015,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,"San Diego, California, United States",32.7174202,-117.162772
2744,CA-2016-140144,20/06/2016,25/06/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122.0,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64,"San Francisco, California, United States",37.7792588,-122.4193286
2745,CA-2016-140144,20/06/2016,25/06/2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976,"San Francisco, California, United States",37.7792588,-122.4193286
2746,CA-2018-163321,07/08/2018,11/08/2018,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540.0,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,"Jacksonville, North Carolina, United States",34.7494749,-77.4208221
2747,CA-2015-155887,12/05/2015,17/05/2015,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038.0,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,"Franklin, Massachusetts, United States",42.5896205,-72.6110645
2748,US-2016-165449,22/11/2016,26/11/2016,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034.0,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,27.168,"Frisco, Texas, United States",33.1505998,-96.8238183
2749,CA-2016-110247,04/12/2016,08/12/2016,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303.0,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,"Tallahassee, Florida, United States",30.4380832,-84.2809332
2750,US-2015-141257,08/06/2015,14/06/2015,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115.0,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552,"Seattle, Washington, United States",47.6038321,-122.330062
2751,CA-2015-154669,08/08/2015,11/08/2015,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687.0,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,"Vacaville, California, United States",38.3565773,-121.9877444
2752,CA-2015-158029,26/05/2015,30/05/2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008.0,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,"Los Angeles, California, United States",34.0536909,-118.242766
2753,CA-2016-155306,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,"San Francisco, California, United States",37.7792588,-122.4193286
2754,CA-2016-155306,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,"San Francisco, California, United States",37.7792588,-122.4193286
2755,CA-2016-155306,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,"San Francisco, California, United States",37.7792588,-122.4193286
2756,CA-2016-155306,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,"San Francisco, California, United States",37.7792588,-122.4193286
2757,CA-2016-155306,17/04/2016,21/04/2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122.0,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,11.96,"San Francisco, California, United States",37.7792588,-122.4193286
2758,CA-2017-127775,11/06/2017,13/06/2017,Second Class,ES-14020,Erica Smith,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,"New York City, New York, United States",40.7127281,-74.0060152
2759,CA-2017-146171,11/03/2017,15/03/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907.0,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,"Columbus, Georgia, United States",32.4610708,-84.9880449
2760,CA-2017-146171,11/03/2017,15/03/2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,"Columbus, Georgia, United States",32.4610708,-84.9880449
2761,CA-2015-129574,26/05/2015,29/05/2015,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107.0,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,"Murray, Utah, United States",40.6667841,-111.888417
2762,CA-2018-126536,12/10/2018,14/10/2018,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110.0,West,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,"San Francisco, California, United States",37.7792588,-122.4193286
2763,CA-2018-126536,12/10/2018,14/10/2018,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110.0,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,"San Francisco, California, United States",37.7792588,-122.4193286
2764,CA-2018-165757,22/06/2018,28/06/2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332,"Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262
2765,CA-2018-165757,22/06/2018,28/06/2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155,"Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262
2766,CA-2018-165757,22/06/2018,28/06/2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,"Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262
2767,CA-2018-167752,15/01/2018,18/01/2018,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,"Philadelphia, Pennsylvania, United States",39.9527237,-75.1635262
